,reported_acceptor,reported_donor,reference,DOI,Voc,Jsc,FF,PCE,acceptor_type,acceptor_class,fused_rings_in_core,donor_type,acc_SMILES_sidechains,acc_SMILES_shortened_sidechains,don_SMILES_sidechains,don_SMILES_shortened_sidechains
21,ITIC,PTB7-Th,,10.1002/adma.201702547,0.84,15.43,68.0,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FC1=C(C(OCC(CCCC)CC)=O)SC2=C(SC=C21)C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C6=C(C(F)=C(C(OCC(CCCC)CC)=O)S7)C7=C(S6)C(S8)=CC9=C8C(C%10=CC=C(CC(CCCC)CC)S%10)=C(C=C(C%11=C(C(F)=C(C(OCC(CCCC)CC)=O)S%12)C%12=C(S%11)C(S%13)=CC%14=C%13C(C%15=CC=C(CC(CC)CCCC)S%15)=C(C=CS%16)C%16=C%14C%17=CC=C(CC(CC)CCCC)S%17)S%18)C%18=C9C%19=CC=C(CC(CCCC)CC)S%19)S%20)C%20=C4C%21=CC=C(CC(CC)CCCC)S%21,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F
29,ITIC,J52-2Cl,,10.1021/acs.jpclett.8b03247,0.956,17.17,70.2,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,ClC1=C(CC(CCCC)CC)SC(C2=C3SC(C4=CC=C(C5=C(C(F)=CC6=NN(CC(CCCCCCCC)CCCCCC)N=C65)F)S4)=CC3=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C2C=C(S8)C9=CC=C(C(C%10=NN(CC(CCCCCCCC)CCCCCC)N=C%10%11)=C(F)C(F)=C%11C%12=CC=C(S%12)C%13=CC%14=C(C%15=CC(Cl)=C(CC(CCCC)CC)S%15)C%16=C(C(C%17=CC(Cl)=C(CC(CCCC)CC)S%17)=C%14S%13)C=C(S%16)C%18=CC=C(C(C%19=NN(CC(CCCCCCCC)CCCCCC)N=C%19%20)=C(F)C(F)=C%20C%21=CC=C(S%21)C%22=CC%23=C(C%24=CC(Cl)=C(CC(CCCC)CC)S%24)C%25=C(C(C%26=CC(Cl)=C(CC(CCCC)CC)S%26)=C%23S%22)C=C(S%25)C%27=CC=CS%27)S%18)S9)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(Cl)c(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(Cl)c(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(Cl)c(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(Cl)c(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(Cl)c(CC)s3)c3ccsc23)cc1Cl
30,ITIC,PM6,,10.1002/bkcs.12614,1.04,16.0,58.0,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
31,ITIC-C6,PBDB-TF,,10.1021/acs.chemmater.7b04616,0.98,14.4,63.9,,sm,fused,7.0,polymer,O=C(C1=C(C/2=C(C#N)\C#N)C=CC=C1)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4C=C(C(C8=CC=C(CCCCCC)C=C8)(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%11)C%14=CC=C(CCCCCC)C=C%14)C%10=C7)C%15=CC=C(C=C%15)CCCCCC)=C5S3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC(F)=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC(F)=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC(F)=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC(F)=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC(F)=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30)=C1,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F
33,ITIC,PTQ10,,10.1021/acsami.9b22666,1.03,17.65,60.01,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FC(C(F)=C(C1=CC=C(C2=C(F)C(F)=C(C3=CC=C(C4=C(F)C(F)=CC5=C4N=CC(OCC(CCCCCC)CCCCCCCC)=N5)S3)C6=C2N=CC(OCC(CCCCCC)CCCCCCCC)=N6)S1)C7=C8N=CC(OCC(CCCCCC)CCCCCCCC)=N7)=C8C9=CC=CS9,CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1
34,ITIC,J50,,10.1002/adma.201601595,0.71,12.93,53.0,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCCCCCC(CCCCCCCC)CC1=CC=C(S1)C2=C3SC(C4=CC=C(C5=CC=CC6=NN(CCCCCCCC)N=C65)S4)=CC3=C(C7=CC=C(CC(CCCCCCCC)CCCCCC)S7)C8=C2C=C(S8)C9=CC=C(C(C%10=NN(CCCCCCCC)N=C%10%11)=CC=C%11C%12=CC=C(S%12)C%13=CC%14=C(C%15=CC=C(CC(CCCCCCCC)CCCCCC)S%15)C%16=C(C(C%17=CC=C(CC(CCCCCCCC)CCCCCC)S%17)=C%14S%13)C=C(S%16)C%18=CC=C(C(C%19=NN(CCCCCCCC)N=C%19%20)=CC=C%20C%21=CC=C(S%21)C%22=CC%23=C(C%24=CC=C(CC(CCCCCCCC)CCCCCC)S%24)C%25=C(C(C%26=CC=C(CC(CCCCCCCC)CCCCCC)S%26)=C%23S%22)C=C(S%25)C%27=CC=CS%27)S%18)S9,CCc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17ccc(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
35,ITIC,J51,,10.1002/adma.201601595,0.82,16.47,69.0,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCCCCCC(CCCCCCCC)CC1=CC=C(S1)C2=C3SC(C4=CC=C(C5=C(C(F)=CC6=NN(CCCCCCCC)N=C65)F)S4)=CC3=C(C7=CC=C(CC(CCCCCCCC)CCCCCC)S7)C8=C2C=C(S8)C9=CC=C(C(C%10=NN(CCCCCCCC)N=C%10%11)=C(F)C(F)=C%11C%12=CC=C(S%12)C%13=CC%14=C(C%15=CC=C(CC(CCCCCCCC)CCCCCC)S%15)C%16=C(C(C%17=CC=C(CC(CCCCCCCC)CCCCCC)S%17)=C%14S%13)C=C(S%16)C%18=CC=C(C(C%19=NN(CCCCCCCC)N=C%19%20)=C(F)C(F)=C%20C%21=CC=C(S%21)C%22=CC%23=C(C%24=CC=C(CC(CCCCCCCC)CCCCCC)S%24)C%25=C(C(C%26=CC=C(CC(CCCCCCCC)CCCCCC)S%26)=C%23S%22)C=C(S%25)C%27=CC=CS%27)S%18)S9,CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
36,ITIC,PDCBT,,10.1002/adma.201601803,0.94,16.5,65.67,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C(OCC(CCCCCC)CCCC)C1=C(SC(C2=CC(C(OCC(CCCCCC)CCCC)=O)=C(C3=CC=C(C4=CC=C(C5=C(C(OCC(CCCCCC)CCCC)=O)C=C(C6=CC(C(OCC(CCCCCC)CCCC)=O)=C(C7=CC=C(C8=CC=C(C9=C(C(OCC(CCCCCC)CCCC)=O)C=CS9)S8)S7)S6)S5)S4)S3)S2)=C1)C%10=CC=C(S%10)C%11=CC=C(S%11)C%12=C(C(OCC(CCCCCC)CCCC)=O)C=CS%12,CCOC(=O)c1cc(-c2cc(C(=O)OCC)c(-c3ccc(-c4ccc(-c5sc(-c6cc(C(=O)OCC)c(-c7ccc(-c8ccc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cccs%11)s%10)cc9C(=O)OCC)s8)s7)s6)cc5C(=O)OCC)s4)s3)s2)sc1-c1cccs1
37,ITIC,PBQ-0F,,10.1002/adma.201604241,0.69,16.16,59.91,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=CC=C(C(C5=NC(C6=CC=CC(OCCCCCCCC)=C6)=C(C7=CC(OCCCCCCCC)=CC=C7)N=C58)=CC=C8C9=CC=C(S9)C%10=CC%11=C(S%10)C(C%12=CC=C(CC(CCCC)CC)S%12)=C%13C(SC(C%14=CC=C(C(C%15=NC(C%16=CC=CC(OCCCCCCCC)=C%16)=C(C%17=CC(OCCCCCCCC)=CC=C%17)N=C%15%18)=CC=C%18C%19=CC=C(S%19)C%20=CC%21=C(S%20)C(C%22=CC=C(CC(CCCC)CC)S%22)=C%23C(SC(C%24=CC=CS%24)=C%23)=C%21C%25=CC=C(CC(CCCC)CC)S%25)S%14)=C%13)=C%11C%26=CC=C(CC(CCCC)CC)S%26)S4)=C3)=C(C%27=CC=C(CC(CCCC)CC)S%27)C%28=C2SC(C%29=CC=C(C%30=CC=CC%31=NC(C%32=CC=CC(OCCCCCCCC)=C%32)=C(C%33=CC(OCCCCCCCC)=CC=C%33)N=C%31%30)S%29)=C%28,CCOc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9ccc(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15ccc(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1
38,ITIC,PBQ-QF,,10.1002/adma.201604241,0.83,17.16,62.49,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=CC=C(C(C5=NC(C6=CC=CC(OCCCCCCCC)=C6)=C(C7=CC(OCCCCCCCC)=CC=C7)N=C58)=C(F)C(F)=C8C9=CC=C(S9)C%10=CC%11=C(S%10)C(C%12=CC=C(CC(CCCC)CC)S%12)=C%13C(SC(C%14=CC=C(C(C%15=NC(C%16=CC=CC(OCCCCCCCC)=C%16)=C(C%17=CC(OCCCCCCCC)=CC=C%17)N=C%15%18)=C(F)C(F)=C%18C%19=CC=C(S%19)C%20=CC%21=C(S%20)C(C%22=CC=C(CC(CCCC)CC)S%22)=C%23C(SC(C%24=CC=CS%24)=C%23)=C%21C%25=CC=C(CC(CCCC)CC)S%25)S%14)=C%13)=C%11C%26=CC=C(CC(CCCC)CC)S%26)S4)=C3)=C(C%27=CC=C(CC(CCCC)CC)S%27)C%28=C2SC(C%29=CC=C(C%30=C(C(F)=CC%31=NC(C%32=CC=CC(OCCCCCCCC)=C%32)=C(C%33=CC(OCCCCCCCC)=CC=C%33)N=C%31%30)F)S%29)=C%28,CCOc1cccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1
39,ITIC,PBQ-4F,,10.1002/adma.201604241,0.95,17.87,66.8,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FC1=C(CC(CCCC)CC)SC(C2=C3C(SC(C4=CC=C(C(C5=NC(C6=CC=CC(OCCCCCCCC)=C6)=C(C7=CC(OCCCCCCCC)=CC=C7)N=C58)=C(F)C(F)=C8C9=CC=C(S9)C%10=CC%11=C(S%10)C(C%12=CC(F)=C(CC(CCCC)CC)S%12)=C%13C(SC(C%14=CC=C(C(C%15=NC(C%16=CC=CC(OCCCCCCCC)=C%16)=C(C%17=CC(OCCCCCCCC)=CC=C%17)N=C%15%18)=C(F)C(F)=C%18C%19=CC=C(S%19)C%20=CC%21=C(S%20)C(C%22=CC(F)=C(CC(CCCC)CC)S%22)=C%23C(SC(C%24=CC=CS%24)=C%23)=C%21C%25=CC(F)=C(CC(CCCC)CC)S%25)S%14)=C%13)=C%11C%26=CC(F)=C(CC(CCCC)CC)S%26)S4)=C3)=C(C%27=CC(F)=C(CC(CCCC)CC)S%27)C%28=C2SC(C%29=CC=C(C%30=C(C(F)=CC%31=NC(C%32=CC=CC(OCCCCCCCC)=C%32)=C(C%33=CC(OCCCCCCCC)=CC=C%33)N=C%31%30)F)S%29)=C%28)=C1,CCOc1cccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(F)c(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13cc(F)c(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19cc(F)c(CC)s%19)c%19sccc%19c(-c%19cc(F)c(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13cc(F)c(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7cc(F)c(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1
